dataset/row	baseline output	candidate output	target	baseline AST	candidate AST	target AST	W/T/L transition
mba_flatten:2334	-0x12 * ~ v1 - 0x5 * (v0 & ~ v1) + v0 * v1	0x12 + 0x12 * v1 - 0x5 * (v0 & ~ v1) + v0 * v1	v0 * v1 - 0x12 * ~ (v0 | v1) - 0x17 * (v0 & ~ v1)	12	12	18	W→W
mba_flatten:2335	-0x2 * ~ v0 - 0x2 * (v1 & ~ v0) + v0 * v1	0x2 + 0x2 * v0 - 0x2 * (v1 & ~ v0) + v0 * v1	v0 * v1 + 0x2 * ~ (v0 | v1) - 0x4 * ~ v0	12	12	15	W→W
mba_flatten:2343	-0x4 * ~ v1 + v0 * v1	0x4 + 0x4 * v1 + v0 * v1	v0 * v1 - 0x4 * ~ v1	7	7	9	W→W
mba_flatten:2345	0x3 * ~ v1 - 0x5 * (v0 & ~ v1) + v0 * v1	-0x3 - 0x5 * (v0 & ~ v1) - 0x3 * v1 + v0 * v1	v0 * v1 - 0x2 * ~ v1 + 0x5 * ~ (v0 | v1)	12	12	15	W→W
mba_flatten:2346	v1 - 0x8 * (v0 & v1) - ~ v0 + v0 * v1	v0 + v1 + 0x1 - 0x8 * (v0 & v1) + v0 * v1	v0 * v1 - 0x1 * ~ (v0 ^ v1) - 0x6 * (v0 & v1)	12	11	17	W→W
mba_flatten:2348	-0xa * ~ (v0 | v1) + v0 * v1	0xa + 0xa * (v0 | v1) + v0 * v1	v0 * v1 - 0xa * ~ (v0 | v1)	9	9	11	W→W
mba_flatten:2352	-0xe * ~ v0 - 0xb * (v0 & v1) + v0 * v1	0xe + 0xe * v0 - 0xb * (v0 & v1) + v0 * v1	v0 * v1 - 0xb * ~ (v0 & ~ v1) - 0x3 * ~ v0	11	11	17	W→W
mba_flatten:2354	0x2 * ~ v1 + v0 * v1	-0x2 - 0x2 * v1 + v0 * v1	v0 * v1 + 0x2 * ~ v1	7	7	8	W→W
mba_flatten:2359	0xb * (v0 & v1) - 0x3 * ~ v1 + v0 * v1	0x3 + 0x3 * v1 + 0xb * (v0 & v1) + v0 * v1	v0 * v1 - 0x3 * (v0 | ~ v1) + 0xe * (v0 & v1)	11	11	16	W→W
mba_flatten:2373	-0x5 * ~ (v0 & v1) + v0 * v1	0x5 + 0x5 * (v0 & v1) + v0 * v1	v0 * v1 - 0x5 * ~ (v0 & ~ v0) + 0x5 * (v0 & v1)	9	9	17	W→W
mba_flatten:2374	0x9 * (v0 & ~ v1) - 0x2 * ~ v1 + v0 * v1	0x2 + 0x2 * v1 + 0x9 * (v0 & ~ v1) + v0 * v1	v0 * v1 + 0x7 * (v0 & ~ v1) - 0x2 * ~ (v0 | v1)	12	12	17	W→W
mba_flatten:2380	-~ v1 + v0 * v1	v1 + 0x1 + v0 * v1	v0 * v1 + 0x1 * ~ (v0 | ~ v1) - 0x1 * ~ (v0 & v1)	7	6	18	W→W
mba_flatten:2384	-0xb * ~ (v0 | v1) + v0 * v1	0xb + 0xb * (v0 | v1) + v0 * v1	v0 * v1 - 0xb * ~ (v0 | v1)	9	9	11	W→W
mba_flatten:2386	0x7 * ~ v0 + 0xa * (v0 & v1) - 0x7 * v1 + v0 * v1	-0x7 + 0xa * (v0 & v1) - 0x7 * v0 - 0x7 * v1 + v0 * v1	v0 * v1 + 0x3 * (v0 & v1) + 0x7 * ~ (v0 | v1)	13	13	15	W→W
mba_flatten:2387	0x4 * ~ v0 + 0xe * (v0 & v1) - 0x4 * v1 + v0 * v1	-0x4 + 0xe * (v0 & v1) - 0x4 * v0 - 0x4 * v1 + v0 * v1	v0 * v1 + 0x4 * ~ (v0 | v1) + 0xa * (v0 & v1)	13	13	15	W→W
mba_flatten:2388	0x7 * (v0 & ~ v1) - 0x5 * ~ v1 + v0 * v1	0x5 + 0x5 * v1 + 0x7 * (v0 & ~ v1) + v0 * v1	v0 * v1 + 0x2 * (v0 & ~ v1) - 0x5 * ~ (v0 | v1)	12	12	17	W→W
mba_flatten:2390	0x6 * v1 - (v0 & ~ v1) + v0 * v1	0x6 * v1 - v0 + (v0 & v1) + v0 * v1	v0 * v1 + 0x6 * (v0 | v1) - 0x7 * (v0 & ~ v1)	11	11	16	W→W
mba_flatten:2391	0x2 * ~ (v0 & v1) + v0 * v1	-0x2 - 0x2 * (v0 & v1) + v0 * v1	v0 * v1 + 0x2 * ~ (v0 & v1)	9	9	10	W→W
mba_flatten:2392	0x2 * (v0 & ~ v1) - 0x3 * ~ v1 + v0 * v1	0x3 + 0x2 * (v0 & ~ v1) + 0x3 * v1 + v0 * v1	v0 * v1 - 0x1 * (v0 & ~ v1) - 0x3 * ~ (v0 | v1)	12	12	18	W→W
mba_flatten:2393	-0x4 * ~ v1 - 0x3 * v0 - (v0 & v1) + v0 * v1	0x4 + 0x4 * v1 - 0x3 * v0 - (v0 & v1) + v0 * v1	v0 * v1 - 0x4 * ~ (v0 ^ v1) - 0x7 * (v0 & ~ v1)	13	13	18	W→W
mba_flatten:2397	0x3 * ~ v0 - 0x7 * (v0 & v1) + v0 * v1	-0x3 - 0x7 * (v0 & v1) - 0x3 * v0 + v0 * v1	v0 * v1 + 0x3 * ~ (v0 & ~ v1) - 0xa * (v0 & v1)	11	11	17	W→W
mba_flatten:2398	-0x3 * ~ v0 - 0x2 * (v0 & v1) + v0 * v1	0x3 + 0x3 * v0 - 0x2 * (v0 & v1) + v0 * v1	v0 * v1 - 0x3 * ~ (v0 & ~ v1) + 0x1 * (v0 & v1)	11	11	17	W→W
mba_flatten:2400	0xb * v1 - 0x4 * ~ v0 + v0 * v1	0x4 + 0x4 * v0 + 0xb * v1 + v0 * v1	v0 * v1 + 0xb * v1 - 0x4 * ~ v0	9	9	12	W→W
mba_flatten:2402	0x6 * v0 - (v1 & ~ v0) + v0 * v1	0x6 * v0 - v1 + (v0 & v1) + v0 * v1	v0 * v1 - 0x7 * ~ (v0 | ~ v1) + 0x6 * (v0 | v1)	11	11	17	W→W
mba_flatten:2403	0x13 * ~ v0 - 0xb * (v1 & ~ v0) + v0 * v1	-0x13 - 0x13 * v0 - 0xb * (v1 & ~ v0) + v0 * v1	v0 * v1 + 0x13 * ~ (v0 | v1) + 0x8 * ~ (v0 | ~ v1)	12	12	17	W→W
mba_flatten:2413	0x5 * ~ (v0 & v1) + v0 * v1	-0x5 - 0x5 * (v0 & v1) + v0 * v1	v0 * v1 + 0x5 * (v0 & ~ v1) + 0x5 * ~ v0	9	9	14	W→W
mba_flatten:2414	0x2 * ~ v0 + 0x6 * (v1 & ~ v0) + v0 * v1	-0x2 + 0x6 * (v1 & ~ v0) - 0x2 * v0 + v0 * v1	v0 * v1 + 0x2 * ~ (v0 | v1) + 0x8 * ~ (v0 | ~ v1)	12	12	17	W→W
mba_flatten:2416	0x12 * v1 - 0x19 * (v0 & v1) - 0x12 * ~ v0 + v0 * v1	0x12 + 0x12 * v0 + 0x12 * v1 - 0x19 * (v0 & v1) + v0 * v1	v0 * v1 - 0x7 * (v0 & v1) - 0x12 * ~ (v0 | v1)	13	13	17	W→W
mba_flatten:2417	-0x7 * ~ (v0 & v1) + v0 * v1	0x7 + 0x7 * (v0 & v1) + v0 * v1	v0 * v1 - 0x7 * ~ (v0 & v1)	9	9	11	W→W
mba_flatten:2420	0x7 * v1 - 0xe * (v0 & v1) - 0xa * ~ v0 + v0 * v1	-0x7 * ~ (v1 ^ v0) - 0x3 * ~ v0 + v0 * v1	v0 * v1 - 0x7 * ~ (v0 ^ v1) - 0x3 * ~ v0	13	12	16	W→W
mba_flatten:2421	-0x3 * ~ v1 + v0 * v1	0x3 + 0x3 * v1 + v0 * v1	v0 * v1 - 0x3 * ~ v1	7	7	9	W→W
mba_flatten:2429	-0x6 * ~ v0 + v0 * v1	0x6 + 0x6 * v0 + v0 * v1	v0 * v1 - 0x6 * ~ (v0 | ~ v1) - 0x6 * ~ (v0 | v1)	7	7	19	W→W
mba_flatten:2433	0x3 * v0 - 0x5 * (v0 & v1) - 0x2 * ~ v1 + v0 * v1	0x2 + 0x2 * v1 + 0x3 * v0 - 0x5 * (v0 & v1) + v0 * v1	v0 * v1 + 0x1 * (v0 & ~ v1) - 0x2 * ~ (v0 ^ v1)	13	13	17	W→W
mba_flatten:2434	-0x2 * ~ v1 + (v0 & ~ v1) + v0 * v1	0x2 + 0x2 * v1 + (v0 & ~ v1) + v0 * v1	v0 * v1 + 0x1 * (v0 & ~ v1) - 0x2 * ~ v1	11	11	15	W→W
mba_flatten:2437	0xd * ~ v1 - 0x3 * (v0 & ~ v1) + v0 * v1	-0xd - 0xd * v1 - 0x3 * (v0 & ~ v1) + v0 * v1	v0 * v1 + 0xd * ~ (v0 | v1) + 0xa * (v0 & ~ v1)	12	12	16	W→W
mba_flatten:2444	0x3 * ~ v0 + 0x6 * (v0 & v1) + v0 * v1	-0x3 + 0x6 * (v0 & v1) - 0x3 * v0 + v0 * v1	v0 * v1 + 0x6 * ~ (v0 & ~ v1) - 0x3 * ~ v0	11	11	16	W→W
mba_flatten:2445	-0xb * ~ v0 - 0x6 * (v0 & v1) + v0 * v1	0xb + 0xb * v0 - 0x6 * (v0 & v1) + v0 * v1	v0 * v1 - 0x6 * (v0 & v1) - 0xb * ~ v0	11	11	15	W→W
mba_flatten:2451	-0x6 * (v0 & v1) - 0x3 * ~ v1 + v0 * v1	0x3 + 0x3 * v1 - 0x6 * (v0 & v1) + v0 * v1	v0 * v1 - 0x6 * (v0 & v1) - 0x3 * ~ v1	11	11	15	W→W
mba_flatten:2452	0x3 * ~ (v0 | v1) + v0 * v1	-0x3 - 0x3 * (v0 | v1) + v0 * v1	v0 * v1 + 0x3 * ~ (v0 | v1)	9	9	10	W→W
mba_flatten:2454	-0xb * ~ v0 - 0xa * (v0 & v1) - v1 + v0 * v1	0xb + 0xb * v0 - 0xa * (v0 & v1) - v1 + v0 * v1	v0 * v1 - 0xb * ~ (v0 ^ v1) - 0xc * ~ (v0 | ~ v1)	13	13	19	W→W
mba_flatten:2455	0x3 * ~ v0 + v0 * v1	-0x3 - 0x3 * v0 + v0 * v1	v0 * v1 + 0x3 * ~ (v0 | v1) + 0x3 * ~ (v0 | ~ v1)	7	7	17	W→W
mba_flatten:2458	0xc * ~ (v0 | v1) + v0 * v1	-0xc - 0xc * (v0 | v1) + v0 * v1	v0 * v1 + 0xc * ~ (v0 | v1)	9	9	10	W→W
mba_flatten:2459	v0 - 0x5 * (v0 & v1) - 0x4 * ~ v1 + v0 * v1	v0 + 0x4 + 0x4 * v1 - 0x5 * (v0 & v1) + v0 * v1	v0 * v1 - 0x1 * ~ (v0 ^ v1) - 0x3 * (v0 | ~ v1)	12	12	18	W→W
mba_flatten:2460	0x3 * ~ v1 - 0x2 * (v0 & ~ v1) + v0 * v1	-0x3 - 0x3 * v1 - 0x2 * (v0 & ~ v1) + v0 * v1	v0 * v1 + 0x3 * ~ (v0 | v1) + 0x1 * (v0 & ~ v1)	12	12	16	W→W
mba_flatten:2463	0x5 * v1 - 0x10 * (v0 & v1) - 0xb * ~ v0 + v0 * v1	0xb + 0x5 * v1 + 0xb * v0 - 0x10 * (v0 & v1) + v0 * v1	v0 * v1 - 0xb * ~ (v0 ^ v1) - 0x6 * ~ (v0 | ~ v1)	13	13	19	W→W
mba_flatten:2464	-(v0 & ~ v1) + v0 * v1	-v0 + (v0 & v1) + v0 * v1	v0 * v1 + 0x1 * (v0 & v1) - 0x1 * v0	9	9	13	W→W
mba_flatten:2471	-0x9 * (v0 & v1) - 0x3 * ~ v1 + v0 * v1	0x3 + 0x3 * v1 - 0x9 * (v0 & v1) + v0 * v1	v0 * v1 - 0x9 * (v0 & v1) - 0x3 * ~ v1	11	11	15	W→W
mba_flatten:2473	0x3 * ~ v1 + v0 * v1	-0x3 - 0x3 * v1 + v0 * v1	v0 * v1 + 0x3 * ~ (v0 & v1) - 0x3 * ~ (v0 | ~ v1)	7	7	18	W→W
mba_flatten:2474	0xd * (v0 & ~ v1) - 0x9 * ~ v1 + v0 * v1	0x9 + 0x9 * v1 + 0xd * (v0 & ~ v1) + v0 * v1	v0 * v1 + 0x4 * (v0 & ~ v1) - 0x9 * ~ (v0 | v1)	12	12	17	W→W
mba_flatten:2475	0x4 * (v1 & ~ v0) - ~ v0 + v0 * v1	v0 + 0x1 + 0x4 * (v1 & ~ v0) + v0 * v1	v0 * v1 + 0x3 * ~ (v0 | ~ v1) - 0x1 * ~ (v0 | v1)	12	11	18	W→W
mba_flatten:2476	0x3 * ~ v0 - 0x3 * v1 - (v0 & v1) + v0 * v1	-0x3 - 0x3 * v0 - 0x3 * v1 - (v0 & v1) + v0 * v1	v0 * v1 - 0x4 * (v0 & v1) + 0x3 * ~ (v0 | v1)	13	13	16	W→W
mba_flatten:2477	0x4 * ~ v0 + 0x6 * (v0 & v1) - 0x2 * v1 + v0 * v1	-0x4 + 0x6 * (v0 & v1) - 0x4 * v0 - 0x2 * v1 + v0 * v1	v0 * v1 + 0x2 * ~ (v0 ^ v1) + 0x2 * ~ (v0 & ~ v1)	13	13	17	W→W
mba_flatten:2479	-0x6 * (v0 & v1) - 0x3 * ~ v0 - 0x2 * v1 + v0 * v1	0x3 + 0x3 * v0 - 0x6 * (v0 & v1) - 0x2 * v1 + v0 * v1	v0 * v1 - 0x3 * ~ (v0 ^ v1) - 0x5 * v1	13	13	15	W→W
mba_flatten:2480	-~ v1 + v0 * v1	v1 + 0x1 + v0 * v1	v0 * v1 - 0x1 * ~ v1	7	6	9	W→W
mba_flatten:2482	0xb * ~ v0 - 0xe * (v1 & ~ v0) + v0 * v1	-0xb - 0xe * (v1 & ~ v0) - 0xb * v0 + v0 * v1	v0 * v1 + 0xb * ~ (v0 | v1) - 0x3 * ~ (v0 | ~ v1)	12	12	18	W→W
mba_flatten:2485	0x5 * ~ (v0 | v1) + v0 * v1	-0x5 - 0x5 * (v0 | v1) + v0 * v1	v0 * v1 + 0x5 * ~ (v0 | v1)	9	9	10	W→W
mba_flatten:2487	0x7 * ~ v0 + 0xb * (v0 & v1) - 0x7 * v1 + v0 * v1	-0x7 + 0xb * (v0 & v1) - 0x7 * v0 - 0x7 * v1 + v0 * v1	v0 * v1 - 0x3 * (v0 & v1) + 0x7 * ~ (v0 ^ v1)	13	13	16	W→W
mba_flatten:2490	0x2 * (v0 & ~ v1) + 0x3 * ~ v1 + v0 * v1	-0x3 + 0x2 * (v0 & ~ v1) - 0x3 * v1 + v0 * v1	v0 * v1 + 0x3 * ~ v1 + 0x2 * (v0 & ~ v1)	12	12	14	W→W
mba_flatten:2491	0x5 * (v0 & v1) - 0x4 * v1 - ~ (v0 * v1)	0x1 + 0x5 * (v0 & v1) - 0x4 * v1 + v0 * v1	v0 * v1 - 0x1 * ~ (v0 & v1) - 0x4 * ~ (v0 | ~ v1)	12	11	19	W→W
mba_flatten:2494	0x2 * v0 - v1 - ~ (v0 * v1) - (v0 & v1)	0x1 + 0x2 * v0 - v1 - (v0 & v1) + v0 * v1	v0 * v1 - 0x2 * ~ (v0 & ~ v1) + 0x1 * (v0 | ~ v1)	14	13	18	W→W
mba_flatten:2495	-0x7 * (v0 & v1) - 0x3 * ~ v1 + v0 * v1	0x3 + 0x3 * v1 - 0x7 * (v0 & v1) + v0 * v1	v0 * v1 - 0x3 * ~ v1 - 0x7 * (v0 & v1)	11	11	15	W→W
mba_flatten:2496	0x7 * (v1 & ~ v0) - 0x8 * ~ v0 + v0 * v1	0x8 + 0x7 * (v1 & ~ v0) + 0x8 * v0 + v0 * v1	v0 * v1 - 0x8 * ~ (v0 | v1) - 0x1 * ~ (v0 | ~ v1)	12	12	19	W→W
mba_flatten:2499	-0x3 * ~ v0 - 0x2 * (v1 & ~ v0) + v0 * v1	0x3 + 0x3 * v0 - 0x2 * (v1 & ~ v0) + v0 * v1	v0 * v1 - 0x5 * ~ (v0 | ~ v1) - 0x3 * ~ (v0 | v1)	12	12	19	W→W
mba_flatten:2502	-0x4 * ~ v1 - 0x2 * v0 - 0x2 * (v0 & v1) + v0 * v1	0x4 + 0x4 * v1 - 0x2 * v0 - 0x2 * (v0 & v1) + v0 * v1	v0 * v1 - 0x6 * (v0 & ~ v1) - 0x4 * ~ (v0 ^ v1)	13	13	18	W→W
mba_flatten:2504	0x5 * (v1 & ~ v0) - ~ (v0 * v1)	0x1 + 0x5 * (v1 & ~ v0) + v0 * v1	v0 * v1 + 0x5 * ~ (v0 | ~ v1) - 0x1 * ~ (v0 & ~ v0)	11	10	19	W→W
mba_flatten:2507	0x9 * (v1 & ~ v0) - 0x8 * ~ v0 + v0 * v1	0x8 + 0x8 * v0 + 0x9 * (v1 & ~ v0) + v0 * v1	v0 * v1 - 0x8 * ~ (v0 | v1) + 0x1 * ~ (v0 | ~ v1)	12	12	18	W→W
mba_flatten:2508	0x4 * v1 - 0xa * (v0 & v1) - 0x6 * ~ v0 + v0 * v1	0x6 + 0x4 * v1 + 0x6 * v0 - 0xa * (v0 & v1) + v0 * v1	v0 * v1 - 0x4 * ~ (v0 ^ v1) - 0x2 * ~ (v0 & ~ v1)	13	13	19	W→W
mba_flatten:2511	0xb * v1 - 0x11 * (v0 & v1) - 0xb * ~ v0 + v0 * v1	0xb + 0xb * v0 + 0xb * v1 - 0x11 * (v0 & v1) + v0 * v1	v0 * v1 - 0xb * ~ (v0 ^ v1) + 0x5 * (v0 & v1)	13	13	16	W→W
mba_flatten:2519	0x4 * (v0 & v1) + 0xb * ~ v0 + v0 * v1	-0xb + 0x4 * (v0 & v1) - 0xb * v0 + v0 * v1	v0 * v1 + 0xb * ~ (v0 & ~ v1) - 0x7 * (v0 & v1)	11	11	17	W→W
mba_flatten:2520	0x9 * ~ v0 + 0xe * (v0 & v1) - 0x7 * v1 + v0 * v1	0x2 * ~ v0 + 0x7 * ~ (v1 ^ v0) + v0 * v1	v0 * v1 + 0x7 * ~ (v0 ^ v1) + 0x2 * ~ v0	13	12	14	W→W
mba_flatten:2521	-0x3 * (v1 & ~ v0) - ~ (v0 * v1)	0x1 - 0x3 * (v1 & ~ v0) + v0 * v1	v0 * v1 - 0x1 * (v0 | ~ v1) - 0x4 * ~ (v0 | ~ v1)	11	10	19	W→W
mba_flatten:2522	0x3 * ~ (v0 & v1) + v0 * v1	-0x3 - 0x3 * (v0 & v1) + v0 * v1	v0 * v1 + 0x3 * ~ v1 + 0x3 * ~ (v0 | ~ v1)	9	9	15	W→W
mba_flatten:2526	-~ v0 + v0 * v1	v0 + 0x1 + v0 * v1	v0 * v1 - 0x1 * ~ v0	7	6	9	W→W
mba_flatten:2533	-0xb * (v0 & ~ v1) - 0x2 * ~ v1 + v0 * v1	0x2 + 0x2 * v1 - 0xb * (v0 & ~ v1) + v0 * v1	v0 * v1 - 0x2 * ~ (v0 | v1) - 0xd * (v0 & ~ v1)	12	12	18	W→W
mba_flatten:2535	0xa * (v0 & v1) - 0x5 * v1 - 0x2 * ~ v0 + v0 * v1	0x5 * ~ (v1 ^ v0) - 0x7 * ~ v0 + v0 * v1	v0 * v1 - 0x7 * ~ v0 + 0x5 * ~ (v0 ^ v1)	13	12	15	W→W
mba_flatten:2538	0x8 * (v0 & ~ v1) - 0x3 * ~ v1 + v0 * v1	0x3 + 0x3 * v1 + 0x8 * (v0 & ~ v1) + v0 * v1	v0 * v1 - 0x8 * ~ (v0 | v1) + 0x5 * ~ v1	12	12	15	W→W
mba_flatten:2541	0x3 * ~ v0 + 0xa * (v1 & ~ v0) + v0 * v1	-0x3 + 0xa * (v1 & ~ v0) - 0x3 * v0 + v0 * v1	v0 * v1 + 0xd * ~ (v0 | ~ v1) + 0x3 * ~ (v0 | v1)	12	12	17	W→W
mba_flatten:2548	0x2 * (v0 & v1) - ~ (v0 * v1)	0x1 + 0x2 * (v0 & v1) + v0 * v1	v0 * v1 + 0x1 * (v0 & v1) - 0x1 * ~ (v0 & v1)	10	9	16	W→W
mba_flatten:2549	-0xb * ~ v0 - 0x2 * (v1 & ~ v0) + v0 * v1	0xb + 0xb * v0 - 0x2 * (v1 & ~ v0) + v0 * v1	v0 * v1 - 0xd * ~ (v0 | ~ v1) - 0xb * ~ (v0 | v1)	12	12	19	W→W
mba_flatten:2551	-~ (v0 | v1) + v0 * v1	0x1 + (v0 | v1) + v0 * v1	v0 * v1 - 0x1 * ~ (v0 | v1)	9	8	11	W→W
mba_flatten:2552	0x2 * v1 - 0xd * (v0 & v1) - 0x2 * ~ v0 + v0 * v1	0x2 + 0x2 * v0 + 0x2 * v1 - 0xd * (v0 & v1) + v0 * v1	v0 * v1 - 0xb * ~ (v0 ^ v1) + 0x9 * ~ (v0 | v1)	13	13	17	W→W
mba_flatten:2553	0x5 * v0 - 0xa * (v0 & v1) - 0x4 * ~ v1 + v0 * v1	~ v1 - 0x5 * ~ (v0 ^ v1) + v0 * v1	v0 * v1 - 0x5 * ~ (v0 ^ v1) + 0x1 * ~ v1	13	11	15	W→W
mba_flatten:2562	0x2 * (v0 & ~ v1) + 0x8 * ~ v1 + v0 * v1	-0x8 + 0x2 * (v0 & ~ v1) - 0x8 * v1 + v0 * v1	v0 * v1 + 0xa * (v0 & ~ v1) + 0x8 * ~ (v0 | v1)	12	12	16	W→W
mba_flatten:2563	-0x3 * ~ v1 - (v0 & v1) + v0 * v1	0x3 + 0x3 * v1 - (v0 & v1) + v0 * v1	v0 * v1 - 0x3 * ~ v1 - 0x1 * (v0 & v1)	11	11	15	W→W
mba_flatten:2565	0x2 * (v1 & ~ v0) + 0x3 * ~ v0 + v0 * v1	-0x3 + 0x2 * (v1 & ~ v0) - 0x3 * v0 + v0 * v1	v0 * v1 + 0x5 * ~ (v0 | ~ v1) + 0x3 * ~ (v0 | v1)	12	12	17	W→W
mba_flatten:2568	-0x2 * ~ (v0 & v1) - v1 + v0 * v1	0x2 + 0x2 * (v0 & v1) - v1 + v0 * v1	v0 * v1 - 0x1 * v1 - 0x2 * ~ (v0 & v1)	11	11	15	W→W
mba_flatten:2569	-0x8 * ~ v1 + (v0 & ~ v1) + v0 * v1	0x8 + 0x8 * v1 + (v0 & ~ v1) + v0 * v1	v0 * v1 - 0x8 * ~ (v0 | v1) - 0x7 * (v0 & ~ v1)	11	11	18	W→W
mba_flatten:2570	0x6 * (v0 & ~ v1) - 0x2 * ~ v1 + v0 * v1	0x2 + 0x2 * v1 + 0x6 * (v0 & ~ v1) + v0 * v1	v0 * v1 - 0x2 * ~ (v0 | v1) + 0x4 * (v0 & ~ v1)	12	12	17	W→W
mba_flatten:2581	0x7 * v0 - 0x9 * (v0 & v1) - 0x2 * ~ v1 + v0 * v1	0x2 + 0x2 * v1 + 0x7 * v0 - 0x9 * (v0 & v1) + v0 * v1	v0 * v1 + 0x5 * (v0 & ~ v1) - 0x2 * ~ (v0 ^ v1)	13	13	17	W→W
mba_flatten:2587	0x2 * ~ v0 - 0x6 * (v1 & ~ v0) + v0 * v1	-0x2 - 0x6 * (v1 & ~ v0) - 0x2 * v0 + v0 * v1	v0 * v1 + 0x2 * ~ (v0 | v1) - 0x4 * ~ (v0 | ~ v1)	12	12	18	W→W
mba_flatten:2589	0x3 * (v0 & ~ v1) - 0x5 * ~ v1 + v0 * v1	0x5 + 0x3 * (v0 & ~ v1) + 0x5 * v1 + v0 * v1	v0 * v1 - 0x2 * (v0 & ~ v1) - 0x5 * ~ (v0 | v1)	12	12	18	W→W
mba_flatten:2590	0xb * ~ (v0 ^ v1) + v0 * v1	-0xb - 0xb * (v0 ^ v1) + v0 * v1	v0 * v1 - 0xb * ~ (v0 | ~ v1) + 0xb * ~ (v0 & ~ v1)	9	9	19	W→W
mba_flatten:2593	0x3 * ~ (v0 ^ v1) + v0 * v1	-0x3 - 0x3 * (v0 ^ v1) + v0 * v1	v0 * v1 + 0x3 * ~ (v0 ^ v1)	9	9	10	W→W
mba_flatten:2594	-0xc * ~ (v0 ^ v1) + v0 * v1	0xc + 0xc * (v0 ^ v1) + v0 * v1	v0 * v1 - 0xc * (v0 & v1) - 0xc * ~ (v0 | v1)	9	9	17	W→W
mba_flatten:2595	0x6 * ~ (v0 & v1) + v0 * v1	-0x6 - 0x6 * (v0 & v1) + v0 * v1	v0 * v1 + 0x6 * ~ (v0 & ~ v0) - 0x6 * (v0 & v1)	9	9	17	W→W
mba_flatten:2598	-~ v0 - (v1 & ~ v0) + v0 * v1	v0 + 0x1 - v1 + (v0 & v1) + v0 * v1	v0 * v1 - 0x2 * ~ (v0 | ~ v1) - 0x1 * ~ (v0 | v1)	12	11	19	W→W
mba_flatten:2599	-0x2 * ~ v0 + v0 * v1	0x2 + 0x2 * v0 + v0 * v1	v0 * v1 - 0x2 * ~ v0	7	7	9	W→W
mba_flatten:2600	0x12 * v1 - 0x1d * (v0 & v1) - 0xb * ~ v0 + v0 * v1	0xb + 0xb * v0 + 0x12 * v1 - 0x1d * (v0 & v1) + v0 * v1	v0 * v1 - 0xb * ~ (v0 ^ v1) + 0x7 * ~ (v0 | ~ v1)	13	13	18	W→W
mba_flatten:2603	-0x2 - (v1 & ~ v0) + v0 * v1	-0x2 - v1 + (v0 & v1) + v0 * v1	v0 * v1 - 0x1 * ~ (v0 | ~ v1) + 0x2 * ~ (v0 & ~ v0)	10	10	19	W→W
mba_flatten:2604	0x3 * ~ v1 + 0x9 * (v0 & v1) - 0x6 * v0 + v0 * v1	-0x3 + 0x9 * (v0 & v1) - 0x6 * v0 - 0x3 * v1 + v0 * v1	v0 * v1 - 0x6 * (v0 & ~ v1) + 0x3 * (v0 | ~ v1)	13	13	17	W→W
mba_flatten:2606	0x2 * v1 - 0x5 * (v0 & v1) - 0x2 * ~ v0 + v0 * v1	0x2 + 0x2 * v0 + 0x2 * v1 - 0x5 * (v0 & v1) + v0 * v1	v0 * v1 - 0x2 * ~ (v0 | v1) - 0x3 * (v0 & v1)	13	13	17	W→W
mba_flatten:2612	-(~ v0 | v1) + v0 * v1	0x1 + (v0 & ~ v1) + v0 * v1	v0 * v1 - 0x1 * ~ (v0 & ~ v1)	9	9	12	W→W
mba_flatten:2614	-0x2 * ~ v1 + (v0 & v1) + v0 * v1	0x2 + 0x2 * v1 + (v0 & v1) + v0 * v1	v0 * v1 - 0x2 * (v0 | ~ v1) + 0x3 * (v0 & v1)	10	10	16	W→W
mba_flatten:2621	0xd * ~ v1 + 0x18 * (v0 & v1) - 0xb * v0 + v0 * v1	-0xd + 0x18 * (v0 & v1) - 0xd * v1 - 0xb * v0 + v0 * v1	v0 * v1 + 0xb * ~ (v0 ^ v1) + 0x2 * (v0 | ~ v1)	13	13	16	W→W
mba_flatten:2624	0x2 * v1 - ~ (v0 * v1)	0x1 + 0x2 * v1 + v0 * v1	v0 * v1 + 0x2 * v1 - 0x1 * ~ (v0 & ~ v0)	8	7	15	W→W
mba_flatten:2627	-0x2 * v1 - (~ v0 | v1) + v0 * v1	0x1 - 0x2 * v1 + (v0 & ~ v1) + v0 * v1	v0 * v1 - 0x3 * ~ (v0 & ~ v1) + 0x2 * ~ (v0 | v1)	11	11	18	W→W
mba_flatten:2628	0x2 * v0 - 0xe * (v0 & v1) - 0x7 * ~ v1 + v0 * v1	0x7 + 0x2 * v0 + 0x7 * v1 - 0xe * (v0 & v1) + v0 * v1	v0 * v1 - 0x7 * ~ (v0 ^ v1) - 0x5 * v0	13	13	15	W→W
mba_flatten:2635	-0x2 * (v0 | v1) - ~ (v0 * v1)	0x1 - 0x2 * (v0 | v1) + v0 * v1	v0 * v1 - 0x3 * ~ (v0 & ~ v0) + 0x2 * ~ (v0 | v1)	10	9	18	W→W
mba_flatten:2636	-0x2 * ~ v0 + v0 * v1	0x2 + 0x2 * v0 + v0 * v1	v0 * v1 - 0x2 * ~ v0	7	7	9	W→W
